source	target	interaction	directed
UCko5ZU9k72vu-Mun-AdcGaw	UCjyvltFHz45H_ZvKod30zSw	pp	true
UCko5ZU9k72vu-Mun-AdcGaw	UC95YHAjx2iskfIi-PsDhSKw	pp	true
UCko5ZU9k72vu-Mun-AdcGaw	UC1wO5yxiENr0-xejvmQ-71g	pp	true
UCko5ZU9k72vu-Mun-AdcGaw	UCa71nWoTCkt9JYyAOVVbm5w	pp	true
UCko5ZU9k72vu-Mun-AdcGaw	UCQiT2drDUu-X0gE13NoUxlw	pp	true
UCko5ZU9k72vu-Mun-AdcGaw	UCqgg3PeRb0JzUxe_F12MEKw	pp	true
UCko5ZU9k72vu-Mun-AdcGaw	UCnwkesQ_9ONN3DFLefpBAVg	pp	true
UCTf9X6j6ZsfeDQe_IVnyFQA	UCDPk9MG2RexnOMGTD-YnSnA	pp	true
UCTf9X6j6ZsfeDQe_IVnyFQA	UCpVm7bg6pXKo1Pr6k5kxG9A	pp	true
UCTf9X6j6ZsfeDQe_IVnyFQA	UCXVCgDuD_QCkI7gTKU7-tpg	pp	true
UCTf9X6j6ZsfeDQe_IVnyFQA	UCdEcOBxfk2LqkTC8OfU8mbA	pp	true
UCTf9X6j6ZsfeDQe_IVnyFQA	UCZmtsNg5dz-JXckFT3BfwjQ	pp	true
UCTf9X6j6ZsfeDQe_IVnyFQA	UCy9vqEbSt-jtGDHvdiXjf0w	pp	true
UCTf9X6j6ZsfeDQe_IVnyFQA	UCi6VTDcDxYElEdzB-3yloHw	pp	true
UCTf9X6j6ZsfeDQe_IVnyFQA	UChR1fAm2PhP2UhRmtE0eWCg	pp	true
UCTf9X6j6ZsfeDQe_IVnyFQA	UC7QrQbJrL3CfG0L2ZqaRqUg	pp	true
UCTf9X6j6ZsfeDQe_IVnyFQA	UCFep6PkHuIImohNclXuQgng	pp	true
UCTf9X6j6ZsfeDQe_IVnyFQA	UCko5ZU9k72vu-Mun-AdcGaw	pp	true
UCTf9X6j6ZsfeDQe_IVnyFQA	UCn5myPc-e7CcPA2BuSKb16w	pp	true
UCTf9X6j6ZsfeDQe_IVnyFQA	UCtMgRLPL-nEaDy0LMCrfqtw	pp	true
UCTf9X6j6ZsfeDQe_IVnyFQA	UCQBBUy62BJntKMCvPesEmhA	pp	true
UCTf9X6j6ZsfeDQe_IVnyFQA	UCVK-Y-MisOoe2qWF-lYobmA	pp	true
UCTf9X6j6ZsfeDQe_IVnyFQA	UC0ED5C9OaHHlbpk55kNU5DQ	pp	true
UCTf9X6j6ZsfeDQe_IVnyFQA	UCfDXsZ2-Wkd88QB8QloHDbw	pp	true
UCTf9X6j6ZsfeDQe_IVnyFQA	UCwQgUb_Yu3_Mr1ENLDKZ5eg	pp	true
UCTf9X6j6ZsfeDQe_IVnyFQA	UCqquLbFNHnJxjr8K-IVtfkw	pp	true
UCTf9X6j6ZsfeDQe_IVnyFQA	UCYlP8tjpJ7cqPOidoO-WAKQ	pp	true
UCTf9X6j6ZsfeDQe_IVnyFQA	UCII9X_DCYiUtzh82scaHNQw	pp	true
UCTf9X6j6ZsfeDQe_IVnyFQA	UCz5CCA2lIUyC1JMaTbQjH3g	pp	true
UCTf9X6j6ZsfeDQe_IVnyFQA	UCYlydCH0iL3qIVO3c1yI_Og	pp	true
UCTf9X6j6ZsfeDQe_IVnyFQA	UCrv2jBdI8O7FsupfLp-znLQ	pp	true
UCTf9X6j6ZsfeDQe_IVnyFQA	UCleyt4kLuF_rNaHVK-QERYw	pp	true
UCTf9X6j6ZsfeDQe_IVnyFQA	UCZPA8m3npPV3n3IBzqfWNsQ	pp	true
UCTf9X6j6ZsfeDQe_IVnyFQA	UCXvV6b5FON_-bZX9kqCNc4Q	pp	true
UCTf9X6j6ZsfeDQe_IVnyFQA	UCkElYLjL55RETPeVW4NxdmQ	pp	true
UCTf9X6j6ZsfeDQe_IVnyFQA	UCAH3_3Wxa87Xd-UNviLITUg	pp	true
UCTf9X6j6ZsfeDQe_IVnyFQA	UCjyvltFHz45H_ZvKod30zSw	pp	true
UCTf9X6j6ZsfeDQe_IVnyFQA	UC95YHAjx2iskfIi-PsDhSKw	pp	true
UCTf9X6j6ZsfeDQe_IVnyFQA	UC1wO5yxiENr0-xejvmQ-71g	pp	true
UCTf9X6j6ZsfeDQe_IVnyFQA	UCa71nWoTCkt9JYyAOVVbm5w	pp	true
UCTf9X6j6ZsfeDQe_IVnyFQA	UCQiT2drDUu-X0gE13NoUxlw	pp	true
UCTf9X6j6ZsfeDQe_IVnyFQA	UCqgg3PeRb0JzUxe_F12MEKw	pp	true
UCTf9X6j6ZsfeDQe_IVnyFQA	UCnwkesQ_9ONN3DFLefpBAVg	pp	true
UCn5myPc-e7CcPA2BuSKb16w	UCDPk9MG2RexnOMGTD-YnSnA	pp	true
UCn5myPc-e7CcPA2BuSKb16w	UCpVm7bg6pXKo1Pr6k5kxG9A	pp	true
UCn5myPc-e7CcPA2BuSKb16w	UCXVCgDuD_QCkI7gTKU7-tpg	pp	true
UCn5myPc-e7CcPA2BuSKb16w	UCdEcOBxfk2LqkTC8OfU8mbA	pp	true
UCn5myPc-e7CcPA2BuSKb16w	UCZmtsNg5dz-JXckFT3BfwjQ	pp	true
UCn5myPc-e7CcPA2BuSKb16w	UCy9vqEbSt-jtGDHvdiXjf0w	pp	true
UCn5myPc-e7CcPA2BuSKb16w	UCi6VTDcDxYElEdzB-3yloHw	pp	true
UCn5myPc-e7CcPA2BuSKb16w	UChR1fAm2PhP2UhRmtE0eWCg	pp	true
UCn5myPc-e7CcPA2BuSKb16w	UC7QrQbJrL3CfG0L2ZqaRqUg	pp	true
UCn5myPc-e7CcPA2BuSKb16w	UCFep6PkHuIImohNclXuQgng	pp	true
UCn5myPc-e7CcPA2BuSKb16w	UCTf9X6j6ZsfeDQe_IVnyFQA	pp	true
UCn5myPc-e7CcPA2BuSKb16w	UCko5ZU9k72vu-Mun-AdcGaw	pp	true
UCn5myPc-e7CcPA2BuSKb16w	UCQBBUy62BJntKMCvPesEmhA	pp	true
UCn5myPc-e7CcPA2BuSKb16w	UCtMgRLPL-nEaDy0LMCrfqtw	pp	true
UCn5myPc-e7CcPA2BuSKb16w	UCVK-Y-MisOoe2qWF-lYobmA	pp	true
UCn5myPc-e7CcPA2BuSKb16w	UC0ED5C9OaHHlbpk55kNU5DQ	pp	true
UCn5myPc-e7CcPA2BuSKb16w	UCfDXsZ2-Wkd88QB8QloHDbw	pp	true
UCn5myPc-e7CcPA2BuSKb16w	UCwQgUb_Yu3_Mr1ENLDKZ5eg	pp	true
UCn5myPc-e7CcPA2BuSKb16w	UCqquLbFNHnJxjr8K-IVtfkw	pp	true
UCn5myPc-e7CcPA2BuSKb16w	UCYlP8tjpJ7cqPOidoO-WAKQ	pp	true
UCn5myPc-e7CcPA2BuSKb16w	UCII9X_DCYiUtzh82scaHNQw	pp	true
UCn5myPc-e7CcPA2BuSKb16w	UCz5CCA2lIUyC1JMaTbQjH3g	pp	true
UCn5myPc-e7CcPA2BuSKb16w	UCYlydCH0iL3qIVO3c1yI_Og	pp	true
UCn5myPc-e7CcPA2BuSKb16w	UCleyt4kLuF_rNaHVK-QERYw	pp	true
UCn5myPc-e7CcPA2BuSKb16w	UCZPA8m3npPV3n3IBzqfWNsQ	pp	true
UCn5myPc-e7CcPA2BuSKb16w	UCrv2jBdI8O7FsupfLp-znLQ	pp	true
UCn5myPc-e7CcPA2BuSKb16w	UCXvV6b5FON_-bZX9kqCNc4Q	pp	true
UCn5myPc-e7CcPA2BuSKb16w	UCkElYLjL55RETPeVW4NxdmQ	pp	true
UCn5myPc-e7CcPA2BuSKb16w	UCAH3_3Wxa87Xd-UNviLITUg	pp	true
UCn5myPc-e7CcPA2BuSKb16w	UCjyvltFHz45H_ZvKod30zSw	pp	true
UCn5myPc-e7CcPA2BuSKb16w	UC95YHAjx2iskfIi-PsDhSKw	pp	true
UCn5myPc-e7CcPA2BuSKb16w	UC1wO5yxiENr0-xejvmQ-71g	pp	true
UCn5myPc-e7CcPA2BuSKb16w	UCa71nWoTCkt9JYyAOVVbm5w	pp	true
UCn5myPc-e7CcPA2BuSKb16w	UCQiT2drDUu-X0gE13NoUxlw	pp	true
UCn5myPc-e7CcPA2BuSKb16w	UCqgg3PeRb0JzUxe_F12MEKw	pp	true
UCn5myPc-e7CcPA2BuSKb16w	UCnwkesQ_9ONN3DFLefpBAVg	pp	true
UCQBBUy62BJntKMCvPesEmhA	UCDPk9MG2RexnOMGTD-YnSnA	pp	true
UCQBBUy62BJntKMCvPesEmhA	UCpVm7bg6pXKo1Pr6k5kxG9A	pp	true
UCQBBUy62BJntKMCvPesEmhA	UCXVCgDuD_QCkI7gTKU7-tpg	pp	true
UCQBBUy62BJntKMCvPesEmhA	UCdEcOBxfk2LqkTC8OfU8mbA	pp	true
UCQBBUy62BJntKMCvPesEmhA	UCZmtsNg5dz-JXckFT3BfwjQ	pp	true
UCQBBUy62BJntKMCvPesEmhA	UCy9vqEbSt-jtGDHvdiXjf0w	pp	true
UCQBBUy62BJntKMCvPesEmhA	UCi6VTDcDxYElEdzB-3yloHw	pp	true
UCQBBUy62BJntKMCvPesEmhA	UChR1fAm2PhP2UhRmtE0eWCg	pp	true
UCQBBUy62BJntKMCvPesEmhA	UC7QrQbJrL3CfG0L2ZqaRqUg	pp	true
UCQBBUy62BJntKMCvPesEmhA	UCFep6PkHuIImohNclXuQgng	pp	true
UCQBBUy62BJntKMCvPesEmhA	UCTf9X6j6ZsfeDQe_IVnyFQA	pp	true
UCQBBUy62BJntKMCvPesEmhA	UCko5ZU9k72vu-Mun-AdcGaw	pp	true
UCQBBUy62BJntKMCvPesEmhA	UCn5myPc-e7CcPA2BuSKb16w	pp	true
UCQBBUy62BJntKMCvPesEmhA	UCtMgRLPL-nEaDy0LMCrfqtw	pp	true
UCQBBUy62BJntKMCvPesEmhA	UCVK-Y-MisOoe2qWF-lYobmA	pp	true
UCQBBUy62BJntKMCvPesEmhA	UC0ED5C9OaHHlbpk55kNU5DQ	pp	true
UCQBBUy62BJntKMCvPesEmhA	UCfDXsZ2-Wkd88QB8QloHDbw	pp	true
UCQBBUy62BJntKMCvPesEmhA	UCwQgUb_Yu3_Mr1ENLDKZ5eg	pp	true
UCQBBUy62BJntKMCvPesEmhA	UCqquLbFNHnJxjr8K-IVtfkw	pp	true
UCQBBUy62BJntKMCvPesEmhA	UCYlP8tjpJ7cqPOidoO-WAKQ	pp	true
UCQBBUy62BJntKMCvPesEmhA	UCII9X_DCYiUtzh82scaHNQw	pp	true
UCQBBUy62BJntKMCvPesEmhA	UCz5CCA2lIUyC1JMaTbQjH3g	pp	true
UCQBBUy62BJntKMCvPesEmhA	UCYlydCH0iL3qIVO3c1yI_Og	pp	true
UCQBBUy62BJntKMCvPesEmhA	UCleyt4kLuF_rNaHVK-QERYw	pp	true
UCQBBUy62BJntKMCvPesEmhA	UCZPA8m3npPV3n3IBzqfWNsQ	pp	true
UCQBBUy62BJntKMCvPesEmhA	UCrv2jBdI8O7FsupfLp-znLQ	pp	true
UCQBBUy62BJntKMCvPesEmhA	UCXvV6b5FON_-bZX9kqCNc4Q	pp	true
UCQBBUy62BJntKMCvPesEmhA	UCkElYLjL55RETPeVW4NxdmQ	pp	true
UCQBBUy62BJntKMCvPesEmhA	UCAH3_3Wxa87Xd-UNviLITUg	pp	true
UCQBBUy62BJntKMCvPesEmhA	UCjyvltFHz45H_ZvKod30zSw	pp	true
UCQBBUy62BJntKMCvPesEmhA	UC95YHAjx2iskfIi-PsDhSKw	pp	true
UCQBBUy62BJntKMCvPesEmhA	UC1wO5yxiENr0-xejvmQ-71g	pp	true
UCQBBUy62BJntKMCvPesEmhA	UCa71nWoTCkt9JYyAOVVbm5w	pp	true
UCQBBUy62BJntKMCvPesEmhA	UCQiT2drDUu-X0gE13NoUxlw	pp	true
UCQBBUy62BJntKMCvPesEmhA	UCqgg3PeRb0JzUxe_F12MEKw	pp	true
UCQBBUy62BJntKMCvPesEmhA	UCnwkesQ_9ONN3DFLefpBAVg	pp	true
UCtMgRLPL-nEaDy0LMCrfqtw	UCDPk9MG2RexnOMGTD-YnSnA	pp	true
UCtMgRLPL-nEaDy0LMCrfqtw	UCpVm7bg6pXKo1Pr6k5kxG9A	pp	true
UCtMgRLPL-nEaDy0LMCrfqtw	UCXVCgDuD_QCkI7gTKU7-tpg	pp	true
UCtMgRLPL-nEaDy0LMCrfqtw	UCdEcOBxfk2LqkTC8OfU8mbA	pp	true
UCtMgRLPL-nEaDy0LMCrfqtw	UCZmtsNg5dz-JXckFT3BfwjQ	pp	true
UCtMgRLPL-nEaDy0LMCrfqtw	UCy9vqEbSt-jtGDHvdiXjf0w	pp	true
UCtMgRLPL-nEaDy0LMCrfqtw	UCi6VTDcDxYElEdzB-3yloHw	pp	true
UCtMgRLPL-nEaDy0LMCrfqtw	UChR1fAm2PhP2UhRmtE0eWCg	pp	true
UCtMgRLPL-nEaDy0LMCrfqtw	UC7QrQbJrL3CfG0L2ZqaRqUg	pp	true
UCtMgRLPL-nEaDy0LMCrfqtw	UCFep6PkHuIImohNclXuQgng	pp	true
UCtMgRLPL-nEaDy0LMCrfqtw	UCTf9X6j6ZsfeDQe_IVnyFQA	pp	true
UCtMgRLPL-nEaDy0LMCrfqtw	UCko5ZU9k72vu-Mun-AdcGaw	pp	true
UCtMgRLPL-nEaDy0LMCrfqtw	UCn5myPc-e7CcPA2BuSKb16w	pp	true
UCtMgRLPL-nEaDy0LMCrfqtw	UCVK-Y-MisOoe2qWF-lYobmA	pp	true
UCtMgRLPL-nEaDy0LMCrfqtw	UCQBBUy62BJntKMCvPesEmhA	pp	true
UCtMgRLPL-nEaDy0LMCrfqtw	UC0ED5C9OaHHlbpk55kNU5DQ	pp	true
UCtMgRLPL-nEaDy0LMCrfqtw	UCfDXsZ2-Wkd88QB8QloHDbw	pp	true
UCtMgRLPL-nEaDy0LMCrfqtw	UCwQgUb_Yu3_Mr1ENLDKZ5eg	pp	true
UCtMgRLPL-nEaDy0LMCrfqtw	UCqquLbFNHnJxjr8K-IVtfkw	pp	true
UCtMgRLPL-nEaDy0LMCrfqtw	UCYlP8tjpJ7cqPOidoO-WAKQ	pp	true
UCtMgRLPL-nEaDy0LMCrfqtw	UCII9X_DCYiUtzh82scaHNQw	pp	true
UCtMgRLPL-nEaDy0LMCrfqtw	UCz5CCA2lIUyC1JMaTbQjH3g	pp	true
UCtMgRLPL-nEaDy0LMCrfqtw	UCYlydCH0iL3qIVO3c1yI_Og	pp	true
UCtMgRLPL-nEaDy0LMCrfqtw	UCleyt4kLuF_rNaHVK-QERYw	pp	true
UCtMgRLPL-nEaDy0LMCrfqtw	UCZPA8m3npPV3n3IBzqfWNsQ	pp	true
UCtMgRLPL-nEaDy0LMCrfqtw	UCrv2jBdI8O7FsupfLp-znLQ	pp	true
UCtMgRLPL-nEaDy0LMCrfqtw	UCXvV6b5FON_-bZX9kqCNc4Q	pp	true
UCtMgRLPL-nEaDy0LMCrfqtw	UCkElYLjL55RETPeVW4NxdmQ	pp	true
UCtMgRLPL-nEaDy0LMCrfqtw	UCAH3_3Wxa87Xd-UNviLITUg	pp	true
UCtMgRLPL-nEaDy0LMCrfqtw	UCjyvltFHz45H_ZvKod30zSw	pp	true
UCtMgRLPL-nEaDy0LMCrfqtw	UC95YHAjx2iskfIi-PsDhSKw	pp	true
UCtMgRLPL-nEaDy0LMCrfqtw	UC1wO5yxiENr0-xejvmQ-71g	pp	true
UCtMgRLPL-nEaDy0LMCrfqtw	UCa71nWoTCkt9JYyAOVVbm5w	pp	true
UCtMgRLPL-nEaDy0LMCrfqtw	UCQiT2drDUu-X0gE13NoUxlw	pp	true
UCtMgRLPL-nEaDy0LMCrfqtw	UCqgg3PeRb0JzUxe_F12MEKw	pp	true
UCtMgRLPL-nEaDy0LMCrfqtw	UCnwkesQ_9ONN3DFLefpBAVg	pp	true
UCVK-Y-MisOoe2qWF-lYobmA	UCDPk9MG2RexnOMGTD-YnSnA	pp	true
UCVK-Y-MisOoe2qWF-lYobmA	UCpVm7bg6pXKo1Pr6k5kxG9A	pp	true
UCVK-Y-MisOoe2qWF-lYobmA	UCXVCgDuD_QCkI7gTKU7-tpg	pp	true
UCVK-Y-MisOoe2qWF-lYobmA	UCdEcOBxfk2LqkTC8OfU8mbA	pp	true
UCVK-Y-MisOoe2qWF-lYobmA	UC7QrQbJrL3CfG0L2ZqaRqUg	pp	true
UCVK-Y-MisOoe2qWF-lYobmA	UCy9vqEbSt-jtGDHvdiXjf0w	pp	true
UCVK-Y-MisOoe2qWF-lYobmA	UCFep6PkHuIImohNclXuQgng	pp	true
UCVK-Y-MisOoe2qWF-lYobmA	UCTf9X6j6ZsfeDQe_IVnyFQA	pp	true
UCVK-Y-MisOoe2qWF-lYobmA	UCi6VTDcDxYElEdzB-3yloHw	pp	true
UCVK-Y-MisOoe2qWF-lYobmA	UCko5ZU9k72vu-Mun-AdcGaw	pp	true
UCVK-Y-MisOoe2qWF-lYobmA	UCn5myPc-e7CcPA2BuSKb16w	pp	true
UCVK-Y-MisOoe2qWF-lYobmA	UCQBBUy62BJntKMCvPesEmhA	pp	true
UCVK-Y-MisOoe2qWF-lYobmA	UCtMgRLPL-nEaDy0LMCrfqtw	pp	true
UCVK-Y-MisOoe2qWF-lYobmA	UChR1fAm2PhP2UhRmtE0eWCg	pp	true
UCVK-Y-MisOoe2qWF-lYobmA	UC0ED5C9OaHHlbpk55kNU5DQ	pp	true
UCVK-Y-MisOoe2qWF-lYobmA	UCfDXsZ2-Wkd88QB8QloHDbw	pp	true
UCVK-Y-MisOoe2qWF-lYobmA	UCwQgUb_Yu3_Mr1ENLDKZ5eg	pp	true
UCVK-Y-MisOoe2qWF-lYobmA	UCqquLbFNHnJxjr8K-IVtfkw	pp	true
UCVK-Y-MisOoe2qWF-lYobmA	UCYlP8tjpJ7cqPOidoO-WAKQ	pp	true
UCVK-Y-MisOoe2qWF-lYobmA	UCII9X_DCYiUtzh82scaHNQw	pp	true
UCVK-Y-MisOoe2qWF-lYobmA	UCz5CCA2lIUyC1JMaTbQjH3g	pp	true
UCVK-Y-MisOoe2qWF-lYobmA	UCYlydCH0iL3qIVO3c1yI_Og	pp	true
UCVK-Y-MisOoe2qWF-lYobmA	UCleyt4kLuF_rNaHVK-QERYw	pp	true
UCVK-Y-MisOoe2qWF-lYobmA	UCZPA8m3npPV3n3IBzqfWNsQ	pp	true
UCVK-Y-MisOoe2qWF-lYobmA	UCrv2jBdI8O7FsupfLp-znLQ	pp	true
UCVK-Y-MisOoe2qWF-lYobmA	UCXvV6b5FON_-bZX9kqCNc4Q	pp	true
UCVK-Y-MisOoe2qWF-lYobmA	UCkElYLjL55RETPeVW4NxdmQ	pp	true
UCVK-Y-MisOoe2qWF-lYobmA	UCAH3_3Wxa87Xd-UNviLITUg	pp	true
UCVK-Y-MisOoe2qWF-lYobmA	UCjyvltFHz45H_ZvKod30zSw	pp	true
UCVK-Y-MisOoe2qWF-lYobmA	UC95YHAjx2iskfIi-PsDhSKw	pp	true
UCVK-Y-MisOoe2qWF-lYobmA	UC1wO5yxiENr0-xejvmQ-71g	pp	true
UCVK-Y-MisOoe2qWF-lYobmA	UCa71nWoTCkt9JYyAOVVbm5w	pp	true
UCVK-Y-MisOoe2qWF-lYobmA	UCQiT2drDUu-X0gE13NoUxlw	pp	true
UCVK-Y-MisOoe2qWF-lYobmA	UCqgg3PeRb0JzUxe_F12MEKw	pp	true
UCVK-Y-MisOoe2qWF-lYobmA	UCnwkesQ_9ONN3DFLefpBAVg	pp	true
UCbRTUq5LGqbn4ngTTi9AnMQ	UC_xYMXx_-mAzheKyEtwtCAQ	pp	true
UCbRTUq5LGqbn4ngTTi9AnMQ	UCAn-f5AvAospCM1Jzgn9QHw	pp	true
UCbRTUq5LGqbn4ngTTi9AnMQ	UCjHz5SVHeMT0AViCYZvsGDA	pp	true
UCbRTUq5LGqbn4ngTTi9AnMQ	UC7c8mE90qCtu11z47U0KErg	pp	true
UCbRTUq5LGqbn4ngTTi9AnMQ	UCShHFwKyhcDo3g7hr4f1R8A	pp	true
UC7c8mE90qCtu11z47U0KErg	UCYHPDII9XuPNBpTUxLpRK_g	pp	true
UC7c8mE90qCtu11z47U0KErg	UC_xYMXx_-mAzheKyEtwtCAQ	pp	true
UC7c8mE90qCtu11z47U0KErg	UCUtBRzsDvTeIPyyJrhXM07Q	pp	true
UC7c8mE90qCtu11z47U0KErg	UCIbD6EDPsFkZFQXVfikRdlQ	pp	true
UC3CR9r7koQTTAlZBr5oOo-A	UC7c8mE90qCtu11z47U0KErg	pp	true
UC3CR9r7koQTTAlZBr5oOo-A	UCZFVVbHijTJZGBf9DwiuRUQ	pp	true
UC3CR9r7koQTTAlZBr5oOo-A	UCE2hJ9CYR57BYhk3TjGVG6w	pp	true
UCjHz5SVHeMT0AViCYZvsGDA	UCHiZFOa_ZrLwYmxbTaUaKEA	pp	true
UCjHz5SVHeMT0AViCYZvsGDA	UCj1gfrsi8H8zTrmR0ft1Kjw	pp	true
UCjHz5SVHeMT0AViCYZvsGDA	UCUHW94eEFW7hkUMVaZz4eDg	pp	true
UCjHz5SVHeMT0AViCYZvsGDA	UCH4BNI0-FOK2dMXoFtViWHw	pp	true
UCjHz5SVHeMT0AViCYZvsGDA	UCkyfHZ6bY2TjqbJhiH8Y2QQ	pp	true
UCjHz5SVHeMT0AViCYZvsGDA	UCyKaaVFqQEqdEu0OheOUwJA	pp	true
UCjHz5SVHeMT0AViCYZvsGDA	UC5zrlRzhT_cFI9zT6uQSijg	pp	true
UCjHz5SVHeMT0AViCYZvsGDA	UCdnJJ2_mzqHwKIX_SmCVHTA	pp	true
UCjHz5SVHeMT0AViCYZvsGDA	UCgyeJxD05YnoDquRMNBfBqw	pp	true
UCjHz5SVHeMT0AViCYZvsGDA	UC6nSFpj9HTCZ5t-N3Rm3-HA	pp	true
UCjHz5SVHeMT0AViCYZvsGDA	UCX6b17PVsYBQ0ip5gyeme-Q	pp	true
UCjHz5SVHeMT0AViCYZvsGDA	UCZYTClx2T1of7BRZ86-8fow	pp	true
UCjHz5SVHeMT0AViCYZvsGDA	UCeiYXex_fwgYDonaTcSIk6w	pp	true
UCjHz5SVHeMT0AViCYZvsGDA	UCOGeU-1Fig3rrDjhm9Zs_wg	pp	true
UCjHz5SVHeMT0AViCYZvsGDA	UC_xYMXx_-mAzheKyEtwtCAQ	pp	true
UCjHz5SVHeMT0AViCYZvsGDA	UCHnyfMqiRRG1u-2MsSQLbXA	pp	true
UCShHFwKyhcDo3g7hr4f1R8A	UCgzD7Qo3ea6fer_QdtBVJng	pp	true
UCShHFwKyhcDo3g7hr4f1R8A	UCoxcjq-8xIDTYp3uz647V5A	pp	true
UCc2DvtaARu_9cm3yn3cNNTw	UC08FMoIyKIiXzzw26J_6fdw	pp	true
UCc2DvtaARu_9cm3yn3cNNTw	UCOQoqKhs4HIR0O-uKGJ3fww	pp	true
UCOQoqKhs4HIR0O-uKGJ3fww	UC_PnB0UKSq9jqDZOpaWxdog	pp	true
UC_PnB0UKSq9jqDZOpaWxdog	UCOQoqKhs4HIR0O-uKGJ3fww	pp	true
UC_PnB0UKSq9jqDZOpaWxdog	UC08FMoIyKIiXzzw26J_6fdw	pp	true
UC_PnB0UKSq9jqDZOpaWxdog	UCgHa4owKisgdFHSpfzJ3l6A	pp	true
UC0rZoXAD5lxgBHMsjrGwWWQ	UCo8Qc9-Zl9IJEUB2CpxLNzA	pp	true
UC0rZoXAD5lxgBHMsjrGwWWQ	UCi5XkLSmBXYCc-rJulaXEgg	pp	true
UCldfgbzNILYZA4dmDt4Cd6A	UC1yBKRuGpC1tSM73A0ZjYjQ	pp	true
UCldfgbzNILYZA4dmDt4Cd6A	UCzQUP1qoWDoEbmsQxvdjxgQ	pp	true
UCldfgbzNILYZA4dmDt4Cd6A	UC7Q4rvzJDbHeBHYk5rnvZeA	pp	true
UCldfgbzNILYZA4dmDt4Cd6A	UCvixJtaXuNdMPUGdOPcY8Ag	pp	true
UCldfgbzNILYZA4dmDt4Cd6A	UCjNxszyFPasDdRoD9J6X-sw	pp	true
UCldfgbzNILYZA4dmDt4Cd6A	UCuMo0RRtnNDuMB8DV5stEag	pp	true
UCldfgbzNILYZA4dmDt4Cd6A	UCbjBOso0vpWgDht9dPIVwhQ	pp	true
UCldfgbzNILYZA4dmDt4Cd6A	UC-3jIAlnQmbbVMV6gR7K8aQ	pp	true
UCldfgbzNILYZA4dmDt4Cd6A	UCYWIEbibRcZav6xMLo9qWWw	pp	true
UCldfgbzNILYZA4dmDt4Cd6A	UCn8zNIfYAQNdrFRrr8oibKw	pp	true
UCldfgbzNILYZA4dmDt4Cd6A	UCZaT_X_mc0BI-djXOlfhqWQ	pp	true
UCldfgbzNILYZA4dmDt4Cd6A	UCo9oQdIk1MfcnzypG3UnURA	pp	true
UCldfgbzNILYZA4dmDt4Cd6A	UCVOpH1nJioh1d7UgTnZ98kg	pp	true
UCldfgbzNILYZA4dmDt4Cd6A	UC554eY5jNUfDq3yDOJYirOQ	pp	true
UCldfgbzNILYZA4dmDt4Cd6A	UCFAQyZq0NqfCwVkRQoXpx0A	pp	true
UCldfgbzNILYZA4dmDt4Cd6A	UCIozLvxEM3CwkhC8B9pGD9Q	pp	true
UCldfgbzNILYZA4dmDt4Cd6A	UCjRXO-HSl5XpuF-cWvtMV_g	pp	true
UCMmaBzfCCwZ2KqaBJjkj0fw	UCCGvq-qmjFmmMD4e-PLQqGg	pp	true
UCMmaBzfCCwZ2KqaBJjkj0fw	UCUovg_6zJZM5J9H1G7bTIcQ	pp	true
UCMmaBzfCCwZ2KqaBJjkj0fw	UCKMnl27hDMKvch--noWe5CA	pp	true
UCwnKziETDbHJtx78nIkfYug	UCxKw_SuEJYD4r796Rs8wpQg	pp	true
UCwnKziETDbHJtx78nIkfYug	UCO-NZoGEzCE5klWUCZVDuWQ	pp	true
UCvPXiKxH-eH9xq-80vpgmKQ	UCsog79tfkmgCbQQB_n23Xog	pp	true
UCvPXiKxH-eH9xq-80vpgmKQ	UCUcyEsEjhPEDf69RRVhRh4A	pp	true
UCvPXiKxH-eH9xq-80vpgmKQ	UCwO-UgquohXwoe7f0e6lMnw	pp	true
UCvPXiKxH-eH9xq-80vpgmKQ	UC510QYlOlKNyhy_zdQxnGYw	pp	true
UCvPXiKxH-eH9xq-80vpgmKQ	UCT4layPPCzgR_99g5VYYvmQ	pp	true
UCvPXiKxH-eH9xq-80vpgmKQ	UC8MX9ECowgDMTOnFTE8EUJw	pp	true
UCJdKr0Bgd_5saZYqLCa9mng	UCzQUP1qoWDoEbmsQxvdjxgQ	pp	true
UCIjuLiLHdFxYtFmWlbTGQRQ	UC1VriYfbJSm2XT0fDW6-Zdw	pp	true
UCIjuLiLHdFxYtFmWlbTGQRQ	UCC3L8QaxqEGUiBC252GHy3w	pp	true
UCIjuLiLHdFxYtFmWlbTGQRQ	UCsgWR55UyAiFarZYl1u1l9Q	pp	true
UCIjuLiLHdFxYtFmWlbTGQRQ	UCCZVmatSqIMTTB8uExk8xEg	pp	true
UCIjuLiLHdFxYtFmWlbTGQRQ	UCThv5tYUVaG4ZPA3p6EXZbQ	pp	true
UCaeO5vkdj5xOQHp4UmIN6dw	UCyhEZKz-LOwgktptEOh6_Iw	pp	true
UCxeY-wRrb65Jt37QHa5xMog	UCJdKr0Bgd_5saZYqLCa9mng	pp	true
UCxeY-wRrb65Jt37QHa5xMog	UCwW_vaMPlq8J4weKDsfeJzw	pp	true
UCxeY-wRrb65Jt37QHa5xMog	UCDc_MCu3ZstNXmAqqT36SNA	pp	true
